date,sales,sell_price,calendar_type,demand_signal,split
2012-10-15,41,1.48,event_or_snap,high,train
2012-10-16,33,1.48,weekday,high,train
2012-10-17,51,1.48,weekday,high,train
2012-10-18,28,1.48,weekday,high,train
2012-10-19,40,1.48,weekday,high,train
2012-10-20,46,1.48,weekend,high,train
2012-10-21,56,1.48,weekend,high,train
2012-10-22,39,1.48,weekday,high,train
2012-10-23,39,1.48,weekday,high,train
2012-10-24,24,1.48,weekday,high,train
2012-10-25,25,1.48,weekday,high,train
2012-10-26,29,1.48,event_or_snap,high,train
2012-10-27,32,1.48,weekend,high,train
2012-10-28,30,1.48,weekend,high,train
2012-10-29,23,1.48,weekday,normal,train
2012-10-30,19,1.48,weekday,normal,train
2012-10-31,18,1.48,event_or_snap,normal,train
2012-11-01,29,1.48,event_or_snap,normal,train
2012-11-02,29,1.48,weekday,normal,train
2012-11-03,23,1.48,event_or_snap,normal,train
2012-11-04,42,1.48,weekend,normal,train
2012-11-05,15,1.48,event_or_snap,normal,train
2012-11-06,25,1.48,event_or_snap,normal,train
2012-11-07,29,1.48,event_or_snap,normal,train
2012-11-08,26,1.48,weekday,normal,train
2012-11-09,28,1.48,event_or_snap,normal,train
2012-11-10,36,1.48,weekend,normal,train
2012-11-11,30,1.48,event_or_snap,normal,train
2012-11-12,16,1.48,event_or_snap,normal,train
2012-11-13,18,1.48,event_or_snap,normal,train
2012-11-14,17,1.48,weekday,normal,train
2012-11-15,26,1.48,event_or_snap,normal,train
2012-11-16,21,1.48,weekday,normal,train
2012-11-17,47,1.48,weekend,low,train
2012-11-18,36,1.48,weekend,normal,train
2012-11-19,22,1.48,weekday,normal,train
2012-11-20,15,1.48,weekday,normal,train
2012-11-21,35,1.48,weekday,normal,train
2012-11-22,43,1.48,event_or_snap,normal,train
2012-11-23,48,1.48,weekday,normal,train
2012-11-24,30,1.48,weekend,high,train
2012-11-25,32,1.48,weekend,normal,train
2012-11-26,18,1.48,weekday,normal,train
2012-11-27,15,1.48,weekday,normal,train
2012-11-28,15,1.48,weekday,normal,train
2012-11-29,20,1.48,weekday,normal,train
2012-11-30,21,1.48,weekday,normal,train
2012-12-01,40,1.48,event_or_snap,low,train
2012-12-02,29,1.48,weekend,low,train
2012-12-03,17,1.48,event_or_snap,low,train
2012-12-04,25,1.48,weekday,low,train
2012-12-05,26,1.48,event_or_snap,low,train
2012-12-06,26,1.48,event_or_snap,normal,train
2012-12-07,19,1.48,event_or_snap,normal,train
2012-12-08,33,1.48,weekend,normal,train
2012-12-09,44,1.48,event_or_snap,normal,train
2012-12-10,19,1.48,weekday,normal,train
2012-12-11,15,1.48,event_or_snap,normal,train
2012-12-12,28,1.48,event_or_snap,normal,train
2012-12-13,26,1.48,event_or_snap,normal,train
2012-12-14,28,1.48,weekday,normal,train
2012-12-15,36,1.48,event_or_snap,normal,train
2012-12-16,32,1.48,event_or_snap,normal,train
2012-12-17,26,1.48,weekday,normal,train
2012-12-18,17,1.48,weekday,normal,train
2012-12-19,26,1.48,weekday,normal,train
2012-12-20,23,1.48,weekday,normal,train
2012-12-21,24,1.48,weekday,normal,train
2012-12-22,32,1.48,weekend,normal,train
2012-12-23,40,1.48,weekend,normal,train
2012-12-24,26,1.48,weekday,normal,train
2012-12-25,0,1.48,event_or_snap,normal,train
2012-12-26,17,1.48,weekday,normal,train
2012-12-27,19,1.48,weekday,low,train
2012-12-28,19,1.48,weekday,low,train
2012-12-29,10,1.48,weekend,low,train
2012-12-30,17,1.48,weekend,low,train
2012-12-31,13,1.48,weekday,low,train
2013-01-01,17,1.48,event_or_snap,low,train
2013-01-02,6,1.48,weekday,low,train
2013-01-03,22,1.48,event_or_snap,low,train
2013-01-04,12,1.48,weekday,low,train
2013-01-05,15,1.48,event_or_snap,low,train
2013-01-06,18,1.48,event_or_snap,low,train
2013-01-07,15,1.48,event_or_snap,low,train
2013-01-08,18,1.48,weekday,low,train
2013-01-09,16,1.48,event_or_snap,low,train
2013-01-10,12,1.48,weekday,low,train
2013-01-11,23,1.48,event_or_snap,low,train
2013-01-12,19,1.48,event_or_snap,low,train
2013-01-13,22,1.48,event_or_snap,low,train
2013-01-14,20,1.48,weekday,low,train
2013-01-15,14,1.48,event_or_snap,low,train
2013-01-16,23,1.48,weekday,low,train
2013-01-17,16,1.48,weekday,low,train
2013-01-18,16,1.48,weekday,low,train
2013-01-19,28,1.48,weekend,low,train
2013-01-20,20,1.48,weekend,low,train
2013-01-21,18,1.48,event_or_snap,low,train
2013-01-22,9,1.48,weekday,low,train
2013-01-23,20,1.48,weekday,low,train
2013-01-24,19,1.48,weekday,low,train
2013-01-25,21,1.48,weekday,low,train
2013-01-26,32,1.48,weekend,low,train
2013-01-27,36,1.48,weekend,low,train
2013-01-28,21,1.48,weekday,low,train
2013-01-29,9,1.48,weekday,low,train
2013-01-30,13,1.48,weekday,low,train
2013-01-31,12,1.48,weekday,low,train
2013-02-01,32,1.48,event_or_snap,low,train
2013-02-02,48,1.48,weekend,low,train
2013-02-03,26,1.48,event_or_snap,normal,train
2013-02-04,14,1.48,weekday,low,train
2013-02-05,21,1.48,event_or_snap,low,train
2013-02-06,24,1.48,event_or_snap,low,train
2013-02-07,25,1.48,event_or_snap,normal,train
2013-02-08,29,1.48,weekday,normal,train
2013-02-09,35,1.48,event_or_snap,normal,train
2013-02-10,33,1.48,weekend,normal,train
2013-02-11,24,1.48,event_or_snap,normal,train
2013-02-12,28,1.48,event_or_snap,normal,train
2013-02-13,34,1.48,event_or_snap,normal,train
2013-02-14,21,1.48,event_or_snap,normal,train
2013-02-15,32,1.48,event_or_snap,normal,train
2013-02-16,47,1.48,weekend,normal,train
2013-02-17,38,1.48,weekend,normal,train
2013-02-18,24,1.48,event_or_snap,normal,train
2013-02-19,18,1.48,weekday,normal,train
2013-02-20,15,1.48,event_or_snap,normal,train
2013-02-21,19,1.48,weekday,normal,train
2013-02-22,32,1.48,weekday,normal,train
2013-02-23,33,1.48,weekend,normal,train
2013-02-24,31,1.48,event_or_snap,normal,train
2013-02-25,19,1.48,weekday,normal,train
2013-02-26,23,1.48,weekday,low,train
2013-02-27,24,1.48,weekday,normal,train
2013-02-28,21,1.48,weekday,normal,train
2013-03-01,17,1.48,event_or_snap,normal,train
2013-03-02,30,1.48,weekend,low,train
2013-03-03,33,1.48,event_or_snap,low,train
2013-03-04,28,1.48,weekday,low,train
2013-03-05,16,1.48,event_or_snap,normal,train
2013-03-06,24,1.48,event_or_snap,low,train
2013-03-07,24,1.48,event_or_snap,low,train
2013-03-08,13,1.48,weekday,normal,train
2013-03-09,41,1.48,event_or_snap,low,train
2013-03-10,31,1.48,weekend,normal,train
2013-03-11,17,1.48,event_or_snap,normal,train
2013-03-12,31,1.48,event_or_snap,low,train
2013-03-13,29,1.48,event_or_snap,normal,train
2013-03-14,33,1.48,weekday,normal,train
2013-03-15,40,1.48,event_or_snap,normal,train
2013-03-16,31,1.48,weekend,normal,train
2013-03-17,43,1.48,event_or_snap,normal,train
2013-03-18,46,1.48,weekday,normal,train
2013-03-19,9,1.48,weekday,high,train
2013-03-20,15,1.48,weekday,normal,train
2013-03-21,25,1.48,weekday,normal,train
2013-03-22,18,1.48,weekday,normal,train
2013-03-23,23,1.48,weekend,normal,train
2013-03-24,34,1.48,weekend,normal,train
2013-03-25,18,1.48,weekday,low,train
2013-03-26,12,1.48,weekday,low,train
2013-03-27,25,1.48,weekday,low,train
2013-03-28,14,1.48,weekday,low,train
2013-03-29,33,1.48,weekday,low,train
2013-03-30,37,1.48,weekend,low,train
2013-03-31,40,1.48,event_or_snap,normal,train
2013-04-01,19,1.48,event_or_snap,normal,train
2013-04-02,30,1.48,event_or_snap,normal,train
2013-04-03,22,1.48,event_or_snap,normal,train
2013-04-04,15,1.48,weekday,normal,train
2013-04-05,31,1.48,event_or_snap,normal,train
2013-04-06,30,1.48,event_or_snap,normal,train
2013-04-07,46,1.48,event_or_snap,normal,train
2013-04-08,20,1.48,weekday,normal,train
2013-04-09,31,1.48,event_or_snap,normal,train
2013-04-10,7,1.48,weekday,normal,train
2013-04-11,22,1.48,event_or_snap,normal,train
2013-04-12,31,1.48,event_or_snap,normal,train
2013-04-13,49,1.48,event_or_snap,normal,train
2013-04-14,31,1.48,weekend,normal,train
2013-04-15,32,1.48,event_or_snap,normal,train
2013-04-16,18,1.48,weekday,normal,train
2013-04-17,9,1.48,weekday,normal,train
2013-04-18,9,1.48,weekday,normal,train
2013-04-19,28,1.48,weekday,normal,train
2013-04-20,40,1.48,weekend,normal,train
2013-04-21,19,1.48,weekend,low,train
2013-04-22,17,1.48,weekday,low,train
2013-04-23,19,1.48,weekday,low,train
2013-04-24,22,1.48,weekday,low,train
2013-04-25,29,1.48,weekday,low,train
2013-04-26,34,1.48,weekday,normal,train
2013-04-27,17,1.48,weekend,normal,train
2013-04-28,33,1.48,weekend,low,train
2013-04-29,18,1.48,weekday,normal,train
2013-04-30,27,1.48,weekday,normal,train
2013-05-01,35,1.48,event_or_snap,normal,train
2013-05-02,19,1.48,weekday,normal,train
2013-05-03,18,1.48,event_or_snap,normal,train
2013-05-04,31,1.48,weekend,low,train
2013-05-05,35,1.48,event_or_snap,normal,train
2013-05-06,38,1.48,event_or_snap,normal,train
2013-05-07,24,1.48,event_or_snap,normal,train
2013-05-08,22,1.48,weekday,normal,train
2013-05-09,40,1.48,event_or_snap,normal,train
2013-05-10,36,1.48,weekday,normal,train
2013-05-11,27,1.48,event_or_snap,normal,train
2013-05-12,43,1.48,event_or_snap,normal,train
2013-05-13,41,1.48,event_or_snap,normal,train
2013-05-14,45,1.48,weekday,high,train
2013-05-15,21,1.48,event_or_snap,high,train
2013-05-16,31,1.48,weekday,high,train
2013-05-17,42,1.48,weekday,high,train
2013-05-18,42,1.48,weekend,high,train
2013-05-19,55,1.48,weekend,high,train
2013-05-20,25,1.48,weekday,high,train
2013-05-21,30,1.48,weekday,high,train
2013-05-22,28,1.48,weekday,high,train
2013-05-23,39,1.48,weekday,high,train
2013-05-24,36,1.48,weekday,high,train
2013-05-25,35,1.48,weekend,high,train
2013-05-26,41,1.48,weekend,high,train
2013-05-27,38,1.48,event_or_snap,high,train
2013-05-28,27,1.48,weekday,high,train
2013-05-29,27,1.48,weekday,high,train
2013-05-30,28,1.48,weekday,high,train
2013-05-31,26,1.48,weekday,high,train
2013-06-01,51,1.48,event_or_snap,normal,train
2013-06-02,31,1.48,weekend,high,train
2013-06-03,28,1.48,event_or_snap,normal,train
2013-06-04,43,1.48,weekday,normal,train
2013-06-05,32,1.48,event_or_snap,high,train
2013-06-06,35,1.48,event_or_snap,high,train
2013-06-07,37,1.48,event_or_snap,high,train
2013-06-08,53,1.48,weekend,high,train
2013-06-09,51,1.48,event_or_snap,high,train
2013-06-10,49,1.48,weekday,high,train
2013-06-11,48,1.48,event_or_snap,high,train
2013-06-12,53,1.48,event_or_snap,high,train
2013-06-13,55,1.48,event_or_snap,high,train
2013-06-14,35,1.48,weekday,high,train
2013-06-15,61,1.48,event_or_snap,high,train
2013-06-16,70,1.48,event_or_snap,high,train
2013-06-17,48,1.48,weekday,high,train
2013-06-18,20,1.48,weekday,high,train
2013-06-19,36,1.48,weekday,high,train
2013-06-20,48,1.48,event_or_snap,high,train
2013-06-21,51,1.48,weekday,high,train
2013-06-22,52,1.48,weekend,high,train
2013-06-23,54,1.48,weekend,high,train
2013-06-24,43,1.48,weekday,high,train
2013-06-25,30,1.48,weekday,high,train
2013-06-26,31,1.48,weekday,high,train
2013-06-27,35,1.48,weekday,high,train
2013-06-28,46,1.48,weekday,high,train
2013-06-29,61,1.48,weekend,high,train
2013-06-30,62,1.48,weekend,high,train
2013-07-01,40,1.48,event_or_snap,high,train
2013-07-02,43,1.48,weekday,high,train
2013-07-03,20,1.48,event_or_snap,high,train
2013-07-04,38,1.48,event_or_snap,high,train
2013-07-05,35,1.48,event_or_snap,high,train
2013-07-06,36,1.48,event_or_snap,high,train
2013-07-07,34,1.48,event_or_snap,high,train
2013-07-08,24,1.48,weekday,high,train
2013-07-09,34,1.48,event_or_snap,normal,train
2013-07-10,29,1.48,weekday,normal,train
2013-07-11,35,1.48,event_or_snap,normal,train
2013-07-12,46,1.48,event_or_snap,normal,train
2013-07-13,43,1.48,event_or_snap,high,train
2013-07-14,38,1.48,weekend,high,train
2013-07-15,28,1.48,event_or_snap,high,train
2013-07-16,18,1.48,weekday,high,train
2013-07-17,21,1.48,weekday,high,train
2013-07-18,20,1.48,weekday,normal,train
2013-07-19,21,1.48,weekday,normal,train
2013-07-20,29,1.48,weekend,normal,train
2013-07-21,43,1.48,weekend,normal,train
2013-07-22,20,1.48,weekday,normal,train
2013-07-23,30,1.48,weekday,normal,train
2013-07-24,24,1.48,weekday,normal,train
2013-07-25,29,1.48,weekday,normal,train
2013-07-26,54,1.48,weekday,normal,train
2013-07-27,44,1.48,weekend,normal,train
2013-07-28,23,1.48,weekend,high,train
2013-07-29,21,1.48,weekday,normal,train
2013-07-30,27,1.48,weekday,normal,train
2013-07-31,40,1.48,weekday,normal,train
2013-08-01,40,1.48,event_or_snap,high,train
2013-08-02,25,1.48,weekday,high,train
2013-08-03,39,1.48,event_or_snap,normal,train
2013-08-04,9,1.48,weekend,normal,train
2013-08-05,1,1.48,event_or_snap,normal,train
2013-08-06,0,1.48,event_or_snap,normal,train
2013-08-07,24,1.48,event_or_snap,low,train
2013-08-08,25,1.48,event_or_snap,low,train
2013-08-09,33,1.48,event_or_snap,low,train
2013-08-10,41,1.48,weekend,low,train
2013-08-11,39,1.48,event_or_snap,low,train
2013-08-12,21,1.48,event_or_snap,low,train
2013-08-13,23,1.48,event_or_snap,normal,train
2013-08-14,34,1.48,weekday,normal,train
2013-08-15,29,1.48,event_or_snap,normal,train
2013-08-16,22,1.48,weekday,normal,train
2013-08-17,39,1.48,weekend,normal,train
2013-08-18,47,1.48,weekend,normal,train
2013-08-19,37,1.48,weekday,normal,train
2013-08-20,25,1.48,weekday,normal,train
2013-08-21,21,1.48,weekday,high,train
2013-08-22,38,1.48,weekday,normal,train
2013-08-23,48,1.48,weekday,normal,train
2013-08-24,53,1.48,weekend,high,train
2013-08-25,58,1.48,weekend,high,train
2013-08-26,15,1.48,weekday,high,train
2013-08-27,21,1.48,weekday,high,train
2013-08-28,28,1.48,weekday,high,train
2013-08-29,20,1.48,weekday,high,train
2013-08-30,36,1.48,weekday,high,train
2013-08-31,45,1.48,weekend,normal,train
2013-09-01,44,1.48,event_or_snap,normal,train
2013-09-02,36,1.48,event_or_snap,normal,train
2013-09-03,22,1.48,event_or_snap,normal,train
2013-09-04,13,1.48,weekday,normal,train
2013-09-05,19,1.48,event_or_snap,normal,train
2013-09-06,27,1.48,event_or_snap,normal,train
2013-09-07,34,1.48,event_or_snap,normal,train
2013-09-08,16,1.48,weekend,normal,train
2013-09-09,16,1.48,event_or_snap,low,train
2013-09-10,15,1.48,weekday,low,train
2013-09-11,24,1.48,event_or_snap,low,train
2013-09-12,19,1.48,event_or_snap,low,train
2013-09-13,28,1.48,event_or_snap,low,train
2013-09-14,38,1.48,weekend,low,train
2013-09-15,45,1.48,event_or_snap,low,train
2013-09-16,26,1.48,weekday,normal,train
2013-09-17,22,1.48,weekday,normal,train
2013-09-18,30,1.48,weekday,normal,train
2013-09-19,9,1.48,weekday,normal,train
2013-09-20,14,1.48,weekday,normal,train
2013-09-21,25,1.48,weekend,normal,train
2013-09-22,29,1.48,weekend,normal,train
2013-09-23,18,1.48,weekday,low,train
2013-09-24,23,1.48,weekday,low,train
2013-09-25,26,1.48,weekday,low,train
2013-09-26,27,1.48,weekday,low,train
2013-09-27,24,1.48,weekday,low,train
2013-09-28,20,1.48,weekend,normal,train
2013-09-29,23,1.48,weekend,low,train
2013-09-30,21,1.48,weekday,low,train
2013-10-01,31,1.48,event_or_snap,low,train
2013-10-02,12,1.48,weekday,normal,train
2013-10-03,13,1.48,event_or_snap,low,train
2013-10-04,25,1.48,weekday,low,train
2013-10-05,27,1.48,event_or_snap,low,train
2013-10-06,15,1.48,event_or_snap,low,train
2013-10-07,21,1.48,event_or_snap,low,train
2013-10-08,8,1.48,weekday,low,train
2013-10-09,18,1.48,event_or_snap,low,train
2013-10-10,29,1.48,weekday,low,train
2013-10-11,25,1.48,event_or_snap,low,train
2013-10-12,35,1.48,event_or_snap,low,train
2013-10-13,36,1.48,event_or_snap,low,train
2013-10-14,38,1.48,event_or_snap,normal,train
2013-10-15,26,1.48,event_or_snap,normal,train
2013-10-16,21,1.48,weekday,normal,train
2013-10-17,23,1.48,weekday,normal,train
2013-10-18,23,1.48,weekday,normal,train
2013-10-19,29,1.48,weekend,normal,train
2013-10-20,41,1.48,weekend,normal,train
2013-10-21,17,1.48,weekday,normal,train
2013-10-22,17,1.48,weekday,normal,train
2013-10-23,19,1.48,weekday,normal,train
2013-10-24,21,1.48,weekday,low,train
2013-10-25,21,1.48,weekday,low,train
2013-10-26,28,1.48,weekend,low,train
2013-10-27,27,1.48,weekend,low,train
2013-10-28,25,1.48,weekday,low,train
2013-10-29,16,1.48,weekday,low,train
2013-10-30,34,1.48,weekday,low,train
2013-10-31,22,1.48,event_or_snap,normal,train
2013-11-01,18,1.48,event_or_snap,normal,train
2013-11-02,48,1.48,weekend,low,train
2013-11-03,31,1.48,event_or_snap,normal,train
2013-11-04,14,1.48,weekday,normal,train
2013-11-05,28,1.48,event_or_snap,normal,train
2013-11-06,24,1.48,event_or_snap,normal,train
2013-11-07,35,1.48,event_or_snap,normal,train
2013-11-08,25,1.48,weekday,normal,train
2013-11-09,32,1.48,event_or_snap,normal,train
2013-11-10,28,1.48,weekend,normal,train
2013-11-11,35,1.48,event_or_snap,normal,train
2013-11-12,12,1.48,event_or_snap,normal,train
2013-11-13,16,1.48,event_or_snap,normal,train
2013-11-14,19,1.48,weekday,normal,train
2013-11-15,16,1.48,event_or_snap,low,train
2013-11-16,29,1.48,weekend,low,train
2013-11-17,26,1.48,weekend,low,train
2013-11-18,30,1.48,weekday,low,train
2013-11-19,16,1.48,weekday,low,train
2013-11-20,14,1.48,weekday,low,train
2013-11-21,16,1.48,weekday,low,train
2013-11-22,22,1.48,weekday,low,train
2013-11-23,18,1.48,weekend,low,train
2013-11-24,29,1.48,weekend,low,train
2013-11-25,19,1.48,weekday,low,train
2013-11-26,13,1.48,weekday,low,train
2013-11-27,27,1.48,weekday,low,train
2013-11-28,39,1.48,event_or_snap,low,train
2013-11-29,25,1.48,weekday,low,train
2013-11-30,38,1.48,weekend,low,train
2013-12-01,21,1.48,event_or_snap,normal,train
2013-12-02,22,1.48,weekday,normal,train
2013-12-03,16,1.48,event_or_snap,normal,train
2013-12-04,21,1.48,weekday,normal,train
2013-12-05,14,1.48,event_or_snap,normal,train
2013-12-06,22,1.48,event_or_snap,low,train
2013-12-07,23,1.48,event_or_snap,low,train
2013-12-08,26,1.48,weekend,low,train
2013-12-09,13,1.48,event_or_snap,low,train
2013-12-10,14,1.48,weekday,low,train
2013-12-11,12,1.48,event_or_snap,low,train
2013-12-12,30,1.48,event_or_snap,low,train
2013-12-13,22,1.48,event_or_snap,low,train
2013-12-14,20,1.48,weekend,low,train
2013-12-15,28,1.48,event_or_snap,low,train
2013-12-16,13,1.48,weekday,low,train
2013-12-17,13,1.48,weekday,low,train
2013-12-18,24,1.48,weekday,low,train
2013-12-19,23,1.48,weekday,low,train
2013-12-20,21,1.48,weekday,low,train
2013-12-21,36,1.48,weekend,low,train
2013-12-22,37,1.48,weekend,low,train
2013-12-23,19,1.48,weekday,low,train
2013-12-24,25,1.48,weekday,normal,train
2013-12-25,0,1.48,event_or_snap,normal,train
2013-12-26,15,1.48,weekday,low,train
2013-12-27,9,1.48,weekday,low,train
2013-12-28,24,1.48,weekend,low,train
2013-12-29,31,1.48,weekend,low,train
2013-12-30,8,1.48,weekday,low,train
2013-12-31,19,1.48,weekday,low,train
2014-01-01,15,1.48,event_or_snap,low,train
2014-01-02,14,1.48,weekday,low,train
2014-01-03,16,1.48,event_or_snap,low,train
2014-01-04,24,1.48,weekend,low,train
2014-01-05,22,1.48,event_or_snap,low,train
2014-01-06,16,1.48,event_or_snap,low,train
2014-01-07,9,1.48,event_or_snap,low,train
2014-01-08,16,1.48,weekday,low,train
2014-01-09,24,1.48,event_or_snap,low,train
2014-01-10,18,1.48,weekday,low,train
2014-01-11,15,1.48,event_or_snap,low,train
2014-01-12,25,1.48,event_or_snap,low,train
2014-01-13,13,1.48,event_or_snap,low,train
2014-01-14,15,1.48,weekday,low,train
2014-01-15,17,1.48,event_or_snap,low,train
2014-01-16,18,1.48,weekday,low,train
2014-01-17,10,1.48,weekday,low,train
2014-01-18,12,1.48,weekend,low,train
2014-01-19,21,1.48,weekend,low,train
2014-01-20,10,1.48,event_or_snap,low,train
2014-01-21,8,1.48,weekday,low,train
2014-01-22,8,1.48,weekday,low,train
2014-01-23,13,1.48,weekday,low,train
2014-01-24,9,1.48,weekday,low,train
2014-01-25,10,1.48,weekend,low,train
2014-01-26,16,1.48,weekend,low,train
2014-01-27,10,1.48,weekday,low,train
2014-01-28,8,1.48,weekday,low,train
2014-01-29,9,1.48,weekday,low,train
2014-01-30,10,1.48,weekday,low,train
2014-01-31,15,1.48,weekday,low,train
2014-02-01,13,1.48,event_or_snap,low,train
2014-02-02,15,1.48,event_or_snap,low,train
2014-02-03,11,1.48,event_or_snap,low,train
2014-02-04,7,1.48,weekday,low,train
2014-02-05,11,1.48,event_or_snap,low,train
2014-02-06,7,1.48,event_or_snap,low,train
2014-02-07,11,1.48,event_or_snap,low,train
2014-02-08,19,1.48,weekend,low,train
2014-02-09,32,1.48,event_or_snap,low,train
2014-02-10,15,1.48,weekday,low,train
2014-02-11,11,1.48,event_or_snap,low,train
2014-02-12,14,1.48,event_or_snap,low,train
2014-02-13,21,1.48,event_or_snap,low,train
2014-02-14,19,1.48,event_or_snap,low,train
2014-02-15,20,1.48,event_or_snap,low,train
2014-02-16,35,1.48,weekend,low,train
2014-02-17,23,1.48,event_or_snap,low,train
2014-02-18,19,1.48,weekday,low,train
2014-02-19,11,1.48,weekday,low,train
2014-02-20,11,1.48,weekday,low,train
2014-02-21,10,1.48,weekday,low,train
2014-02-22,26,1.48,weekend,low,train
2014-02-23,36,1.48,weekend,low,train
2014-02-24,10,1.48,weekday,low,train
2014-02-25,21,1.48,weekday,low,train
2014-02-26,9,1.48,weekday,low,train
2014-02-27,22,1.48,weekday,low,train
2014-02-28,22,1.48,weekday,low,train
2014-03-01,34,1.48,event_or_snap,low,train
2014-03-02,27,1.48,weekend,low,train
2014-03-03,11,1.48,event_or_snap,low,train
2014-03-04,13,1.48,weekday,low,train
2014-03-05,19,1.48,event_or_snap,low,train
2014-03-06,18,1.48,event_or_snap,low,train
2014-03-07,9,1.48,event_or_snap,low,train
2014-03-08,21,1.48,weekend,low,train
2014-03-09,24,1.48,event_or_snap,low,train
2014-03-10,21,1.48,weekday,low,train
2014-03-11,35,1.48,event_or_snap,low,train
2014-03-12,24,1.48,event_or_snap,low,train
2014-03-13,19,1.48,event_or_snap,low,train
2014-03-14,21,1.48,weekday,low,train
2014-03-15,27,1.48,event_or_snap,low,train
2014-03-16,24,1.48,event_or_snap,normal,train
2014-03-17,22,1.48,event_or_snap,normal,train
2014-03-18,19,1.48,weekday,normal,train
2014-03-19,27,1.48,weekday,low,train
2014-03-20,23,1.48,weekday,low,train
2014-03-21,25,1.48,weekday,low,train
2014-03-22,28,1.48,weekend,low,train
2014-03-23,18,1.48,weekend,low,train
2014-03-24,14,1.48,weekday,low,train
2014-03-25,26,1.48,weekday,low,train
2014-03-26,12,1.48,weekday,low,train
2014-03-27,19,1.48,weekday,low,train
2014-03-28,27,1.48,weekday,low,train
2014-03-29,39,1.48,weekend,low,train
2014-03-30,49,1.48,weekend,low,train
2014-03-31,26,1.48,weekday,normal,train
2014-04-01,21,1.48,event_or_snap,normal,train
2014-04-02,25,1.48,weekday,normal,train
2014-04-03,32,1.48,event_or_snap,normal,train
2014-04-04,22,1.48,weekday,normal,train
2014-04-05,24,1.48,event_or_snap,normal,train
2014-04-06,15,1.48,event_or_snap,normal,train
2014-04-07,30,1.48,event_or_snap,low,train
2014-04-08,19,1.48,weekday,low,train
2014-04-09,20,1.48,event_or_snap,low,train
2014-04-10,21,1.48,weekday,low,train
2014-04-11,22,1.48,event_or_snap,low,train
2014-04-12,47,1.48,event_or_snap,low,train
2014-04-13,25,1.48,event_or_snap,normal,train
2014-04-14,17,1.48,weekday,normal,train
2014-04-15,28,1.48,event_or_snap,normal,train
2014-04-16,32,1.48,weekday,normal,train
2014-04-17,15,1.48,weekday,normal,train
2014-04-18,38,1.48,weekday,normal,train
2014-04-19,46,1.48,weekend,normal,train
2014-04-20,52,1.48,event_or_snap,normal,train
2014-04-21,18,1.48,weekday,normal,train
2014-04-22,6,1.48,event_or_snap,normal,train
2014-04-23,0,1.48,weekday,normal,train
2014-04-24,0,1.48,weekday,normal,train
2014-04-25,0,1.48,weekday,low,train
2014-04-26,43,1.58,weekend,low,train
2014-04-27,24,1.58,weekend,low,train
2014-04-28,38,1.58,weekday,low,train
2014-04-29,23,1.58,weekday,low,train
2014-04-30,12,1.58,weekday,low,train
2014-05-01,27,1.58,event_or_snap,low,train
2014-05-02,27,1.58,weekday,low,train
2014-05-03,54,1.58,event_or_snap,normal,train
2014-05-04,30,1.58,weekend,normal,train
2014-05-05,37,1.58,event_or_snap,normal,train
2014-05-06,24,1.58,event_or_snap,normal,train
2014-05-07,23,1.58,event_or_snap,normal,train
2014-05-08,9,1.58,weekday,normal,train
2014-05-09,28,1.58,event_or_snap,normal,train
2014-05-10,36,1.58,weekend,normal,train
2014-05-11,44,1.58,event_or_snap,normal,train
2014-05-12,35,1.58,event_or_snap,normal,train
2014-05-13,20,1.58,event_or_snap,normal,train
2014-05-14,12,1.58,weekday,normal,train
2014-05-15,25,1.58,event_or_snap,normal,train
2014-05-16,28,1.58,weekday,normal,train
2014-05-17,58,1.58,weekend,normal,train
2014-05-18,31,1.58,weekend,normal,train
2014-05-19,14,1.58,weekday,normal,train
2014-05-20,28,1.58,weekday,normal,train
2014-05-21,22,1.58,weekday,normal,train
2014-05-22,26,1.58,weekday,normal,train
2014-05-23,41,1.58,weekday,normal,train
2014-05-24,43,1.58,weekend,normal,train
2014-05-25,38,1.58,weekend,normal,train
2014-05-26,25,1.58,event_or_snap,normal,train
2014-05-27,11,1.58,weekday,normal,train
2014-05-28,18,1.58,weekday,normal,train
2014-05-29,26,1.58,weekday,normal,train
2014-05-30,30,1.58,weekday,normal,train
2014-05-31,26,1.58,weekend,normal,train
2014-06-01,30,1.58,event_or_snap,normal,train
2014-06-02,37,1.58,weekday,low,train
2014-06-03,25,1.58,event_or_snap,normal,train
2014-06-04,42,1.58,weekday,normal,train
2014-06-05,26,1.58,event_or_snap,normal,train
2014-06-06,44,1.58,event_or_snap,normal,train
2014-06-07,33,1.58,event_or_snap,normal,train
2014-06-08,27,1.58,weekend,high,train
2014-06-09,20,1.58,event_or_snap,high,train
2014-06-10,44,1.58,weekday,normal,train
2014-06-11,34,1.58,event_or_snap,high,train
2014-06-12,33,1.58,event_or_snap,normal,train
2014-06-13,24,1.58,event_or_snap,high,train
2014-06-14,44,1.58,weekend,normal,train
2014-06-15,36,1.58,event_or_snap,normal,train
2014-06-16,43,1.58,weekday,high,train
2014-06-17,23,1.58,weekday,high,train
2014-06-18,23,1.58,weekday,high,train
2014-06-19,19,1.58,weekday,normal,train
2014-06-20,29,1.58,weekday,normal,train
2014-06-21,38,1.58,weekend,normal,train
2014-06-22,27,1.58,weekend,normal,train
2014-06-23,32,1.58,weekday,normal,train
2014-06-24,22,1.58,weekday,normal,train
2014-06-25,20,1.58,weekday,normal,train
